"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3952059";"";"None";"402.45";"0";"4.52";"BDBM133674";"O=C(/C=C/c1cnc2c(c1)CCC(O)=N2)N1CCCC[C@H]1c1nc2ccccc2o1";"IC50";"'='";"1800.0";"nM";"5.75";"";"266532";"UO_0000065";"14.27";"0.26";"1.22";"6.26";"0";"CHEMBL3705478";"Fluorescence Based Assay: Compound inhibitory activity of FabI enzyme is measured in vitro by the IC5 so determination using a fluorescence based assay.The protein FabI from S. aureus is prepared and purified using standard methods for recombinant protein expression after cloning of the gene in a prokaryotic expression vector.The biochemical activity of the FabI enzyme is assessed using the following method.The assay buffer AB contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl.The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL.";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638382";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"1800.0"
"CHEMBL3676413";"";"None";"406.45";"0";"1.62";"BDBM133677";"C/C(Cc1ncccn1)=N\OC1CN(C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)C1";"IC50";"'='";"870.0";"nM";"6.06";"";"266535";"UO_0000065";"14.91";"0.28";"4.44";"5.53";"0";"CHEMBL3705478";"Fluorescence Based Assay: Compound inhibitory activity of FabI enzyme is measured in vitro by the IC5 so determination using a fluorescence based assay.The protein FabI from S. aureus is prepared and purified using standard methods for recombinant protein expression after cloning of the gene in a prokaryotic expression vector.The biochemical activity of the FabI enzyme is assessed using the following method.The assay buffer AB contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl.The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL.";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638382";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"870.0"
"CHEMBL63871";"";"None";"243.33";"0";"3.14";"15";"c1ccc(C[C@H]2COC(c3ccsc3)=N2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"100.0"
"CHEMBL297053";"";"None";"320.40";"0";"2.83";"4";"CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1ccc(N)nc1";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"17.54";"0.32";"2.79";"8.76";"1";"CHEMBL677578";"Inhibitory activity against Enoyl-ACP reductase FabI in Staphylococcus aureus";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1136775";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"2.4"
"CHEMBL304015";"";"None";"264.33";"0";"3.61";"28";"COc1ccc(-c2cn(Cc3ccccc3)cn2)cc1";"IC50";"'='";"1130.0";"nM";"5.95";"";"";"UO_0000065";"22.50";"0.41";"2.34";"21.98";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"1.13"
"CHEMBL849";"TRICLOSAN";"4.0";"289.55";"1";"5.14";"Triclosan";"Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"20.58";"0.48";"0.82";"20.23";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"1.1"
"CHEMBL109420";"";"None";"378.48";"0";"3.01";"5";"CC(=O)N(C)Cc1cc(C(=O)N(C)Cc2cc3ccccc3n2C)ccc1N";"IC50";"'='";"6700.0";"nM";"5.17";"";"";"UO_0000065";"13.67";"0.25";"2.16";"7.23";"0";"CHEMBL819485";"Concentration required for the 50% inhibition of enoyl-ACP reductase from Staphylococcus aureus was determined.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1135515";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"6.7"
"CHEMBL849";"TRICLOSAN";"4.0";"289.55";"1";"5.14";"1 (Triclosan)";"Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"24.71";"0.57";"2.01";"24.29";"1";"CHEMBL677578";"Inhibitory activity against Enoyl-ACP reductase FabI in Staphylococcus aureus";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1136775";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"0.07"
"CHEMBL42208";"";"None";"374.44";"0";"3.13";"29";"CN(Cc1cn(C)c2ccccc12)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"18.39";"0.34";"3.76";"10.24";"0";"CHEMBL677578";"Inhibitory activity against Enoyl-ACP reductase FabI in Staphylococcus aureus";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1136775";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"0.13"
"CHEMBL2178288";"";"None";"294.25";"0";"3.72";"87";"CCc1cc(O)c(Oc2ccc(C(=O)O)cc2F)cc1F";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"22.92";"0.44";"3.02";"10.10";"0";"CHEMBL2188143";"Inhibition of Staphylococcus aureus recombinant FabI using trans-2-octenoyl N-acetylcysteamine thioester as substrate preincubated for 60 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2176870";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.18"
"CHEMBL2178304";"";"None";"250.24";"0";"4.03";"81";"CCc1cc(O)c(Oc2ccccc2F)cc1F";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"32.36";"0.61";"4.07";"27.48";"0";"CHEMBL2188143";"Inhibition of Staphylococcus aureus recombinant FabI using trans-2-octenoyl N-acetylcysteamine thioester as substrate preincubated for 60 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2176870";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.008"
"CHEMBL849";"TRICLOSAN";"4.0";"289.55";"1";"5.14";"Triclosan";"Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"24.71";"0.57";"2.01";"24.29";"0";"CHEMBL819485";"Concentration required for the 50% inhibition of enoyl-ACP reductase from Staphylococcus aureus was determined.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1135515";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"0.07"
"CHEMBL303748";"";"None";"256.33";"0";"3.70";"33";"Cc1ccc(Cc2nc(-c3ccsc3)no2)cc1";"IC50";"'='";"50700.0";"nM";"4.29";"";"";"UO_0000065";"16.76";"0.33";"0.59";"11.04";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"50.7"
"CHEMBL3322709";"";"None";"381.41";"0";"2.66";"AEA7";"O=C1CCc2cc(/C=C/C(=O)N3CC(COc4ccc(F)cc4)C3)cnc2N1";"IC50";"'='";"316.0";"nM";"6.50";"";"";"UO_0000065";"17.04";"0.32";"3.84";"9.09";"0";"CHEMBL3365684";"Inhibition of Staphylococcus aureus FabI-mediated reduction of enoyl-ACP preincubated for 30 mins measured after 2 hrs by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3352330";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.316"
"CHEMBL3322711";"";"None";"377.44";"0";"2.83";"AEA9";"Cc1cccc(OCC2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)C2)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3365684";"Inhibition of Staphylococcus aureus FabI-mediated reduction of enoyl-ACP preincubated for 30 mins measured after 2 hrs by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3352330";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";""
"CHEMBL72947";"";"None";"438.57";"1";"5.94";"21";"CCCCc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc1";"IC50";"'='";"510.0";"nM";"6.29";"";"";"UO_0000065";"14.35";"0.26";"0.35";"13.84";"0";"CHEMBL677574";"Antibacterial activity against Staphylococcus aureus FabI";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133924";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"0.51"
"CHEMBL72196";"";"None";"386.45";"0";"4.37";"18";"CN(Cc1cc2ccccc2n1Cc1ccc(O)cc1)C(=O)c1ccc(O)cc1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"15.53";"0.28";"1.63";"9.13";"0";"CHEMBL677574";"Antibacterial activity against Staphylococcus aureus FabI";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133924";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"1.0"
"CHEMBL2178303";"";"None";"232.25";"0";"3.89";"80";"CCc1cc(O)c(Oc2ccccc2)cc1F";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"32.00";"0.60";"3.54";"25.23";"0";"CHEMBL2188143";"Inhibition of Staphylococcus aureus recombinant FabI using trans-2-octenoyl N-acetylcysteamine thioester as substrate preincubated for 60 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2176870";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.037"
"CHEMBL2178284";"";"None";"293.27";"0";"3.12";"83";"CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"27.01";"0.52";"4.80";"10.92";"0";"CHEMBL2188143";"Inhibition of Staphylococcus aureus recombinant FabI using trans-2-octenoyl N-acetylcysteamine thioester as substrate preincubated for 60 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2176870";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.012"
"CHEMBL4216697";"";"None";"300.79";"0";"3.29";"10";"O=C(Cc1ccccc1Cl)N1CCC(c2ccccn2)C1";"IC50";"'='";"18400.0";"nM";"4.74";"";"";"UO_0000065";"15.74";"0.31";"1.45";"14.26";"0";"CHEMBL4182166";"Inhibition of Staphylococcus aureus subsp. aureus Rosenbach ATCC 43300 FabI using crotonyl-CoA as substrate in presence of NADPH/NADH after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4177701";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"18.4"
"CHEMBL4217672";"";"None";"301.34";"0";"3.52";"4";"O=C(Cc1cccc(F)c1F)N1CCC(c2ccccc2)C1";"IC50";"'='";"7300.0";"nM";"5.14";"";"";"UO_0000065";"17.05";"0.32";"1.62";"25.29";"0";"CHEMBL4182166";"Inhibition of Staphylococcus aureus subsp. aureus Rosenbach ATCC 43300 FabI using crotonyl-CoA as substrate in presence of NADPH/NADH after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4177701";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"7.3"
"CHEMBL3623415";"";"None";"360.20";"1";"5.30";"15u";"O=c1cc(/C=C/c2cccnc2)occ1Oc1c(Cl)cccc1Cl";"IC50";"'='";"3740.0";"nM";"5.43";"";"";"UO_0000065";"15.07";"0.31";"0.13";"10.37";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"3.74"
"CHEMBL3623409";"";"None";"319.36";"0";"4.61";"15o";"Cc1ccc(Oc2coc(/C=C/c3cccnc3)cc2=O)c(C)c1";"IC50";"'='";"3480.0";"nM";"5.46";"";"";"UO_0000065";"17.09";"0.31";"0.85";"10.43";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"3.48"
"CHEMBL5968973";"";"None";"399.49";"0";"3.85";"BDBM316897";"Cc1ccccc1C1=CC2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)CC2C1";"IC50";"'='";"1200.0";"nM";"5.92";"";"619702";"UO_0000065";"14.82";"0.27";"2.07";"9.50";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1200.0"
"CHEMBL62515";"";"None";"256.33";"0";"3.70";"19";"Cc1ccc(Cc2noc(-c3ccsc3)n2)cc1";"IC50";"'='";"51000.0";"nM";"4.29";"";"";"UO_0000065";"16.75";"0.33";"0.59";"11.03";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"51.0"
"CHEMBL5875554";"";"None";"410.48";"0";"3.41";"BDBM316908";"N#Cc1ccccc1C1=CC2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)CC2C1";"IC50";"'='";"998.0";"nM";"6.00";"";"619713";"UO_0000065";"14.62";"0.26";"2.59";"6.97";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"998.0"
"CHEMBL3623424";"";"None";"397.90";"1";"5.98";"16i";"CCCCn1cc(Oc2ccc(Cl)cc2C)c(=O)cc1COc1ccccc1";"IC50";"'='";"630.0";"nM";"6.20";"";"";"UO_0000065";"15.58";"0.30";"0.22";"15.33";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.63"
"CHEMBL3621751";"";"None";"386.79";"0";"4.32";"16w";"Cn1cc(Oc2cccc([N+](=O)[O-])c2Cl)c(=O)cc1COc1ccccc1";"IC50";"'='";"660.0";"nM";"6.18";"";"";"UO_0000065";"15.98";"0.31";"1.86";"7.39";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.66"
"CHEMBL3623432";"";"None";"376.24";"1";"5.06";"16q";"Cn1cc(Oc2cccc(Cl)c2Cl)c(=O)cc1COc1ccccc1";"IC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"17.70";"0.36";"1.60";"16.45";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.22"
"CHEMBL3623427";"";"None";"335.40";"0";"4.37";"16l";"Cc1ccc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(C)c1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"21.16";"0.39";"2.73";"17.54";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.08"
"CHEMBL3623422";"";"None";"355.82";"0";"4.72";"16g";"Cc1cc(Cl)ccc1Oc1cn(C)c(COc2ccccc2)cc1=O";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"19.56";"0.38";"2.24";"17.20";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.11"
"CHEMBL849";"TRICLOSAN";"4.0";"289.55";"1";"5.14";"Triclosan";"Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl";"IC50";"'='";"440.0";"nM";"6.36";"";"";"UO_0000065";"21.95";"0.51";"1.22";"21.58";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.44"
"CHEMBL1652621";"AFN-1252";"2.0";"375.43";"0";"3.69";"19, AFN-1252";"Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12";"IC50";"'='";"9600.0";"nM";"5.02";"";"";"UO_0000065";"13.37";"0.24";"1.33";"6.65";"0";"CHEMBL5231344";"Inhibition of Staphylococcus aureus ATCC 29213 FabI in the presence of NADH using crotonyl CoA as substrate by measuring NADH consumption rate";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5230110";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"9.6"
