"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4211939";"";"None";"343.81";"0";"3.63";"12";"O=C(Cc1ccccc1Cl)N1CCC(c2ccc3c(c2)OCO3)C1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"16.29";"0.32";"1.97";"14.45";"0";"CHEMBL4182166";"Inhibition of Staphylococcus aureus subsp. aureus Rosenbach ATCC 43300 FabI using crotonyl-CoA as substrate in presence of NADPH/NADH after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4177701";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"2.5"
"CHEMBL4209685";"";"None";"313.37";"0";"3.39";"3";"COc1ccccc1C1CCN(C(=O)Cc2ccccc2F)C1";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"17.03";"0.32";"1.95";"18.07";"0";"CHEMBL4182166";"Inhibition of Staphylococcus aureus subsp. aureus Rosenbach ATCC 43300 FabI using crotonyl-CoA as substrate in presence of NADPH/NADH after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4177701";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"4.6"
"CHEMBL3623390";"";"None";"363.20";"1";"5.32";"13a";"O=c1cc(COc2ccccc2)occ1Oc1ccc(Cl)cc1Cl";"IC50";"'='";"680.0";"nM";"6.17";"";"";"UO_0000065";"16.98";"0.35";"0.85";"12.67";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.68"
"CHEMBL6023625";"";"None";"416.51";"0";"3.47";"BDBM316945";"N#Cc1ccc(C2=CC3CN(C(=O)/C=C/c4cnc5c(c4)CCC(=O)N5)CC3C2)s1";"IC50";"'='";"1510.0";"nM";"5.82";"";"619750";"UO_0000065";"13.98";"0.26";"2.35";"6.76";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1510.0"
"CHEMBL5995542";"";"None";"425.94";"0";"4.26";"BDBM316946";"O=C1CCc2cc(/C=C/C(=O)N3CC4C=C(c5ccc(Cl)s5)CC4C3)cnc2N1";"IC50";"'='";"2320.0";"nM";"5.63";"";"619751";"UO_0000065";"13.23";"0.27";"1.37";"9.04";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"2320.0"
"CHEMBL6010575";"";"None";"309.37";"0";"2.01";"BDBM316926";"O=C1CCc2cc(/C=C/C(=O)N3CC4C=CCC4C3)cnc2N1";"IC50";"'='";"2680.0";"nM";"5.57";"";"619731";"UO_0000065";"18.01";"0.33";"3.56";"8.94";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"2680.0"
"CHEMBL5918646";"";"None";"420.90";"0";"3.59";"BDBM316931";"O=C1CCc2cc(/C=C/C(=O)N3CC4C=C(c5cccnc5Cl)CC4C3)cnc2N1";"IC50";"'='";"1020.0";"nM";"5.99";"";"619736";"UO_0000065";"14.23";"0.27";"2.40";"7.97";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1020.0"
"CHEMBL3322728";"";"None";"416.48";"0";"3.16";"AEA26";"Cc1c(C2CN(C(=O)/C=C/c3cnc4c(c3)CN(C)CC(=O)N4)C2)oc2ccccc12";"IC50";"'='";"112.0";"nM";"6.95";"";"";"UO_0000065";"16.69";"0.31";"3.79";"8.83";"0";"CHEMBL3365684";"Inhibition of Staphylococcus aureus FabI-mediated reduction of enoyl-ACP preincubated for 30 mins measured after 2 hrs by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3352330";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.112"
"CHEMBL3322717";"";"None";"403.51";"0";"4.13";"AEA15";"Cc1c(C2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)C2)sc2ccccc12";"IC50";"'='";"709.0";"nM";"6.15";"";"";"UO_0000065";"15.24";"0.29";"2.02";"9.87";"0";"CHEMBL3365684";"Inhibition of Staphylococcus aureus FabI-mediated reduction of enoyl-ACP preincubated for 30 mins measured after 2 hrs by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3352330";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.709"
"CHEMBL291805";"";"None";"278.36";"0";"3.98";"11";"COc1ccc(-c2c[nH]c(Cc3ccc(C)cc3)n2)cc1";"IC50";"'='";"66200.0";"nM";"4.18";"";"";"UO_0000065";"15.01";"0.27";"0.20";"11.02";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"66.2"
"CHEMBL6034965";"";"None";"419.91";"0";"4.19";"BDBM316895";"O=C1CCc2cc(/C=C/C(=O)N3CC4C=C(c5ccccc5Cl)CC4C3)cnc2N1";"IC50";"'='";"1780.0";"nM";"5.75";"";"619700";"UO_0000065";"13.69";"0.26";"1.56";"9.23";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1780.0"
"CHEMBL65913";"";"None";"270.36";"0";"3.67";"21";"COc1ccc(Cn2cnc(-c3ccsc3)c2)cc1";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"21.16";"0.41";"2.05";"21.15";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"1.9"
"CHEMBL42318";"";"None";"360.46";"0";"3.60";"11";"CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1cnc2c(c1)CCCN2";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"15.64";"0.29";"2.04";"11.24";"0";"CHEMBL677578";"Inhibitory activity against Enoyl-ACP reductase FabI in Staphylococcus aureus";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1136775";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"2.3"
"CHEMBL510257";"VINAXANTHONE";"None";"576.42";"3";"3.34";"69";"CC(=O)c1cc2c(=O)c3c(C(=O)O)c(O)c(O)cc3oc2c(C(C)=O)c1-c1coc2cc(O)c(O)c(C(=O)O)c2c1=O";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"10.49";"0.20";"2.71";"2.42";"0";"CHEMBL5231344";"Inhibition of Staphylococcus aureus ATCC 29213 FabI in the presence of NADH using crotonyl CoA as substrate by measuring NADH consumption rate";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5230110";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"0.9"
"CHEMBL73455";"";"None";"426.52";"0";"4.92";"35";"Cc1cc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)cc(C)c1O";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"12.98";"0.24";"0.62";"8.43";"0";"CHEMBL677574";"Antibacterial activity against Staphylococcus aureus FabI";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133924";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"2.9"
"CHEMBL70636";"";"None";"382.46";"0";"4.59";"19";"O=C(c1ccccc1)N1CCc2c(n(Cc3ccc(O)cc3)c3ccccc23)C1";"IC50";"'='";"490.0";"nM";"6.31";"";"";"UO_0000065";"16.50";"0.30";"1.72";"13.88";"0";"CHEMBL677574";"Antibacterial activity against Staphylococcus aureus FabI";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133924";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"0.49"
"CHEMBL109805";"";"None";"278.36";"0";"3.45";"8";"CN(Cc1cc2ccccc2n1C)C(=O)c1ccccc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL819485";"Concentration required for the 50% inhibition of enoyl-ACP reductase from Staphylococcus aureus was determined.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1135515";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"100.0"
"CHEMBL297053";"";"None";"320.40";"0";"2.83";"9";"CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1ccc(N)nc1";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"17.54";"0.32";"2.79";"8.76";"0";"CHEMBL819485";"Concentration required for the 50% inhibition of enoyl-ACP reductase from Staphylococcus aureus was determined.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1135515";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"2.4"
"CHEMBL3676406";"";"None";"367.41";"0";"2.42";"BDBM133669";"Cc1nc(C2CCCCN2C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)no1";"IC50";"'='";"4100.0";"nM";"5.39";"";"305328";"UO_0000065";"14.66";"0.27";"2.97";"5.32";"1";"CHEMBL3705387";"Fluorescence Based Assay: The assay buffer 'AB' contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl. The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL. This reaction mixture is then composed of 2 nM FabI, 40 uM NADPH (Sigma, N7505), 10 uM NADP+(Sigma, N5755), 100 uM t-O-NAC and compound at defined concentration. Fluorescence intensity of NADPH (lamda=ex=360 nm, lamda=em=520 nm) is measured immediately after t-O-NAC addition (T0), and approximately 50 min later (T50) by a Fluostar Optima (BMG) so as to achieve ~30% of NADPH conversion.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638908";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"4100.0"
"CHEMBL3676410";"";"None";"402.45";"0";"3.87";"BDBM133674";"O=C1CCc2cc(/C=C/C(=O)N3CCCC[C@@H]3c3nc4ccccc4o3)cnc2N1";"IC50";"'='";"1800.0";"nM";"5.75";"";"305333";"UO_0000065";"14.27";"0.26";"1.87";"6.50";"0";"CHEMBL3705387";"Fluorescence Based Assay: The assay buffer 'AB' contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl. The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL. This reaction mixture is then composed of 2 nM FabI, 40 uM NADPH (Sigma, N7505), 10 uM NADP+(Sigma, N5755), 100 uM t-O-NAC and compound at defined concentration. Fluorescence intensity of NADPH (lamda=ex=360 nm, lamda=em=520 nm) is measured immediately after t-O-NAC addition (T0), and approximately 50 min later (T50) by a Fluostar Optima (BMG) so as to achieve ~30% of NADPH conversion.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638908";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"1800.0"
"CHEMBL3623396";"";"None";"338.79";"1";"5.56";"15a";"Cc1cc(Cl)ccc1Oc1coc(/C=C/c2ccccc2)cc1=O";"IC50";"'='";"4880.0";"nM";"5.31";"";"";"UO_0000065";"15.68";"0.30";"-0.25";"13.47";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"4.88"
"CHEMBL3623395";"";"None";"353.33";"0";"4.23";"13f";"Cc1c(Oc2coc(COc3ccccc3)cc2=O)cccc1[N+](=O)[O-]";"IC50";"'='";"3520.0";"nM";"5.45";"";"";"UO_0000065";"15.43";"0.29";"1.22";"5.94";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"3.52"
"CHEMBL3623393";"";"None";"363.20";"1";"5.32";"13d";"O=c1cc(COc2ccccc2)occ1Oc1cccc(Cl)c1Cl";"IC50";"'='";"1250.0";"nM";"5.90";"";"";"UO_0000065";"16.25";"0.34";"0.58";"12.13";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"1.25"
"CHEMBL3623391";"";"None";"342.78";"0";"4.97";"13b";"Cc1cc(Cl)ccc1Oc1coc(COc2ccccc2)cc1=O";"IC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"18.52";"0.36";"1.38";"13.04";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.45"
"CHEMBL3322710";"";"None";"377.44";"0";"2.83";"AEA8";"Cc1ccccc1OCC1CN(C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)C1";"IC50";"'='";"177.0";"nM";"6.75";"";"";"UO_0000065";"17.89";"0.33";"3.92";"9.44";"0";"CHEMBL3365684";"Inhibition of Staphylococcus aureus FabI-mediated reduction of enoyl-ACP preincubated for 30 mins measured after 2 hrs by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3352330";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.177"
