Smiles,pChEMBL_Fisico,pChEMBL_MACCS,Media_Predicciones,Violaciones_Lipinski,Scaffold
CC[C@H](C)[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C1=O,6.141657777777777,6.089546140873016,6.115601959325396,1,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CN1
C[C@@H](CC(=O)N(C)[C@H](C[C@H](C)C(Cl)Cl)C(=O)NCc1nccs1)C(Cl)Cl,6.147093333333332,6.08337848611111,6.115235909722221,0,c1cscn1
CO[C@]1(C)c2nc3ccccc3c(=O)n2[C@H](C[C@@]2(O)c3ccccc3N3C(=O)C4(CC4)N(C(C)=O)[C@@H]32)C(=O)N1C,6.175538888888895,6.052661144179897,6.114100016534396,1,O=C1NCc2nc3ccccc3c(=O)n2C1CC1c2ccccc2N2C(=O)C3(CC3)NC12
COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCCC1NC(N)=NC1=O)=NO2,6.198551111111112,6.02963157407407,6.114091342592591,1,O=C(NCCCC1NC=NC1=O)C1=NOC2(C=CC=CC2)C1
CCCCCCC[C@@H](C/C=C/CCC(=O)N(C)C/C(=C\Cl)C/C(=C\C(=O)N1C[C@H](O)CC1=O)OC)OC,6.187016666666668,6.040437669552668,6.113727168109667,1,O=C1CCCN1
C=C1[C@@H](C)[C@H]2[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@]23c2ccc([nH]2)C(=O)/C(C)=C/[C@@H](C)C/C=C/[C@H]3[C@@H]1O,6.016617777777778,6.210237060185182,6.11342741898148,1,C=C1CC2C=CCCC=CC(=O)c3ccc([nH]3)C23C(=O)NC(Cc2c[nH]c4ccccc24)C3C1
C/C=C(/C)C(=O)OCc1nccc2c1C(=O)C(NCCS(=O)(=O)O)=C(C)C2=O,6.036472222222222,6.189272870370375,6.112872546296298,0,O=C1C=CC(=O)c2cnccc21
CC(=O)C[C@@]1(O)C(=O)N2C(C)(C)[C@@H]3Cc4cccc5c4[C@@]4(O[C@@]1(O)[C@@]2(O)[C@H]34)C(=O)N5C,6.098524444444445,6.123505092592592,6.111014768518519,0,O=C1CC2OC34C(=O)Nc5cccc(c53)CC3CN1C2C34
CCOC(=O)CCCNc1cnc2c3c(ccnc13)C=C(OC)C2=O,6.069177777777776,6.151366607142858,6.110272192460317,0,O=C1C=Cc2ccnc3ccnc1c23
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC1=O,6.211185555555556,6.008768902777779,6.109977229166667,1,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CN1
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,6.211185555555556,6.008768902777779,6.109977229166667,1,O=C1CNC(=O)C2CCCN2C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1
COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCC1N=C(N)NC1=O)=NO2,6.204151111111114,6.01520157407407,6.109676342592592,1,O=C(NCCC1N=CNC1=O)C1=NOC2(C=CC=CC2)C1
C[C@H]1CC=C[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4ccccc4)NC(=O)[C@]32OC(=O)C/C=C(/CO)C1=O,6.096638888888893,6.122219179894176,6.109429034391535,0,O=C1C=CCC(=O)OC23C(=O)NC(Cc4ccccc4)C2CC2OC2C3C=CCC1
CCC[C@@H]1NC(=O)[C@@H]2C[C@H](C)CN2C(=O)[C@@H](NC=O)CNC(=O)[C@@H](CC)NC(=O)c2coc(n2)[C@H](C)NC(=O)C1=O,6.131830000000003,6.086450595238095,6.1091402976190485,1,O=C1CNC(=O)c2coc(n2)CNC(=O)C(=O)CNC(=O)C2CCCN2C(=O)CCN1
COc1c(Br)cc(Br)c(CCN2C=[N+](C)CCC2)c1Br,6.161600000000004,6.055983634559882,6.108791817279943,0,C1=[NH+]CCCN1CCc1ccccc1
C=C1CCC[C@@H]2[C@@](C)(Cc3cc(C(=O)OC)c(O)c(NC(=O)CO)c3O)[C@H](C)CC[C@@]12C,6.070755555555555,6.146117876984123,6.108436716269839,0,C=C1CCCC2C(Cc3ccccc3)CCCC12
COc1c(C(CC(C)C)OC(C)=O)ccc2c1Oc1c(O)cc(C)cc1COC2=O,6.169771111111117,6.046210575396824,6.107990843253971,0,O=C1OCc2ccccc2Oc2ccccc21
CON(CCCCCCCCCCC#CCCc1cccnc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,6.038666666666665,6.176034738455988,6.107350702561327,0,C(#CCCc1cccnc1)CCCCCCCCCCNC1CCCCO1
COc1c(OC)c2c(c(CCN(C)C)c1SC)SSS2,6.119612222222225,6.09419339069264,6.106902806457432,0,c1ccc2c(c1)SSS2
C/C(=C\Cn1c[n+](C)c2ncnc(N)c21)CC[C@]1(C)[C@@H](C)CC[C@@]2(C)C(COC(=O)c3cc(Br)c[nH]3)=CCC[C@@H]12.[Cl-],6.104227777777778,6.109526730158732,6.106877253968255,1,O=C(OCC1=CCCC2C(CCC=CCn3c[nH+]c4ncncc43)CCCC12)c1ccc[nH]1
C=CC(C)(C)OC(C)[C@@H]1NC(=O)[C@H](C(C)CC)NC(=O)[C@@H]2CSC(=N2)[C@H](C)NC(=O)[C@H]2N=C(OC2C)[C@H](Cc2ccccc2)NC1=O,6.181061111111114,6.028427242063489,6.104744176587301,1,O=C1CNC(=O)C2CSC(=N2)CNC(=O)C2COC(=N2)C(Cc2ccccc2)NC(=O)CN1
CC1=CC(=O)[C@@H]2[C@@H](C1)[C@]13CO[C@@]4([C@H]1O)N1C[C@@H]5O[C@@]1(CC[C@@]4(C)[C@]1(COC(=O)C1)[C@H]3C(=O)[C@@H]2C)C[C@@H](C)[C@H]5O,6.151188888888888,6.0560848809523815,6.103636884920634,1,O=C1CC2(CO1)C1C(=O)CC3C(=O)C=CCC3C13COC1(C3)C2CCC23CCCC(CN21)O3
O=C1N[C@H](CO)[C@H](Oc2ccc(O)cc2)[C@@H]1O,6.173597777777777,6.0324997853535365,6.103048781565657,0,O=C1CC(Oc2ccccc2)CN1
CS[C@]1(CO)C(=O)N2c3ccccc3C[C@@]2(SC)C(=O)N1C,6.027000000000003,6.179072757936506,6.103036378968255,0,O=C1NCC(=O)N2c3ccccc3CC12
CO[C@]12CCN(Cc3cc(O)c(O)c(Br)c3Br)[C@H]1NC(=O)N2,6.032987777777777,6.171258621031748,6.102123199404762,0,O=C1NC2CCN(Cc3ccccc3)C2N1
COc1cc(C)c(Oc2cc(C)cc(O)c2)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,6.05811777777778,6.1450694195526685,6.101593598665224,0,c1ccc(Oc2ccccc2OC2CCCCO2)cc1
CC(=O)OC[C@@]1(C)CCC[C@@]2(C)C1CC[C@@]1(C)c3cc[n+](CC(=O)O)cc3CCC21,6.154111111111107,6.048846111111107,6.101478611111107,0,c1cc2c(c[nH+]1)CCC1C2CCC2CCCCC21
CCC[C@@H]1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O1,6.146449999999998,6.056285942460314,6.101367971230156,1,O=C1CCOC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN1
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,6.191885555555554,6.008768902777779,6.100327229166666,1,O=C1NCC(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC1Cc1ccccc1
CC1=CCC[C@H]2[C@](C)(Cc3cc(O)cc(-n4cnc5c(ncn5[C@H]5C[C@H](O)[C@@H](CO)O5)c4=O)c3O)[C@@H](C)CC[C@]12C,6.036227777777773,6.164367361111111,6.100297569444442,1,O=c1c2ncn(C3CCCO3)c2ncn1-c1cccc(CC2CCCC3C=CCCC32)c1
CON(CC(C)CCCCCCCCCCc1cccnc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,6.004557777777776,6.195943793290039,6.100250785533907,0,c1cncc(CCCCCCCCCCCCNC2CCCCO2)c1
CC1(C)CCC[C@]2(C)[C@H]3Cc4c(OS(=O)(=O)[O-])c(O)cc(CO)c4[C@@]3(C)CC[C@@H]12.[Na+],6.172452222222222,6.027740636002884,6.100096429112552,0,c1ccc2c(c1)CC1C2CCC2CCCCC21
CN(C)CCCOc1c(Br)cc([C@H]2CNC(=O)O2)cc1Br,6.07977888888889,6.116521488095236,6.098150188492063,0,O=C1NCC(c2ccccc2)O1
CON(CCCCCCCCC#CCCCCc1cccnc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,6.019855555555552,6.176034738455988,6.0979451470057695,0,C(#CCCCCc1cccnc1)CCCCCCCCNC1CCCCO1
COc1c(O)c2c(c3c1SSSSS3)CCNC2,6.0633239682539735,6.131398328342956,6.097361148298464,0,c1cc2c(c3c1CNCC3)SSSSS2
C=C1[C@@H](C)[C@H]2[C@H](Cc3ccc(OC)cc3)NC(=O)[C@]23OC(=O)OC=C[C@@](C)(O)C(=O)[C@@H](C)CC=C[C@H]3[C@@H]1O,6.079072222222222,6.11407584986772,6.096574036044971,1,C=C1CC2C=CCCC(=O)CC=COC(=O)OC23C(=O)NC(Cc2ccccc2)C3C1
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H](C)[C@@H](C)NC1=O,6.138446666666667,6.050127926587298,6.094287296626982,1,O=C1CNC(=O)C(Cc2ccccc2)OC(=O)CNC(=O)COC(=O)CCN1
CC(O)[C@H](NC(=O)c1cccc(NC=O)c1O)C(=O)O[C@@H](C)[C@H](OC(=O)Cc1ccccc1)[C@@H](C)C(=O)O,6.09405555555556,6.094281869047619,6.09416871230159,1,O=C(CNC(=O)c1ccccc1)OCCOC(=O)Cc1ccccc1
COc1cc2c(cc1O)OCc1c-2oc(CO)cc1=O,6.038990000000002,6.146530471139971,6.092760235569987,0,O=c1ccoc2c1COc1ccccc1-2
CON(CCCCCCCCCCC#CCCCCc1cccnc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,6.009444444444443,6.176034738455988,6.092739591450215,1,C(#CCCCCc1cccnc1)CCCCCCCCCCNC1CCCCO1
CN(/C=C\c1c(Br)n(C)c2c(Br)c(Br)ccc12)C(=O)[C@@H]1CCCN1C,6.113822222222222,6.071310833333332,6.092566527777777,1,O=C(NC=Cc1c[nH]c2ccccc12)C1CCCN1
C=CC(/C=C\c1ccc(OC)c(O)c1)c1ccc(O)cc1,6.03015666666667,6.154703127344879,6.092429897005775,0,C(=Cc1ccccc1)Cc1ccccc1
C=C1Oc2cc(OC)cc(C(=O)SC[C@H](NC(C)=O)C(=O)O)c2NC1=O,6.013943333333336,6.170222995310247,6.092083164321792,0,C=C1Oc2ccccc2NC1=O
COc1ccc(CC(=O)c2c(O)cc(OC)cc2OC)c(OC)c1,6.048448888888889,6.135394987012989,6.091921937950939,0,O=C(Cc1ccccc1)c1ccccc1
CN1CC[C@]23C1=NCC[C@@]21C(=Nc2cc(Br)ccc23)Nc2c(Cl)cc(Cl)cc21,6.1620205555555545,6.0203561210317496,6.091188338293652,1,c1ccc2c(c1)N=C1Nc3ccccc3C13CCN=C1NCCC123
CCCCC(C)[C@@H]1CC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O1,6.164502222222225,6.0132821329365065,6.088892177579366,1,O=C1CCOC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CN1
CC1=CCC[C@H]2[C@](C)(CC3=C(O)C(=O)C=C(NCCC[S+](C)[O-])C3=O)[C@@H](C)CC[C@]12C,6.125122222222225,6.051275485209231,6.088198853715728,0,O=C1C=CC(=O)C(CC2CCCC3C=CCCC32)=C1
C=C1CCC[C@H]2[C@](C)(CC3=C(O)C(=O)C=C(NCCC[S+](C)[O-])C3=O)[C@@H](C)CC[C@]12C,6.125122222222225,6.051275485209231,6.088198853715728,0,C=C1CCCC2C(CC3=CC(=O)C=CC3=O)CCCC12
CC[C@H](C)[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](C(C)C)NC(=O)C[C@@H](/C=C/c2ccccc2)OC(=O)[C@H](C(C)C)NC1=O,6.12548888888889,6.049772896825392,6.087630892857141,1,O=C1CNC(=O)CNC(=O)CC(C=Cc2ccccc2)OC(=O)CNC(=O)CN1
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)OC(=O)[C@H](Cc2ccccc2)NC1=O,6.14754111111111,6.025423470238092,6.086482290674601,1,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)COC(=O)C(Cc2ccccc2)NC(=O)CN1
COC(=O)[C@]1(O)CCc2oc3cc(CO)cc(O)c3c(=O)c21,6.074226666666668,6.097015685425689,6.085621176046178,0,O=c1c2c(oc3ccccc13)CCC2
CON(CCCC/C=C\CCc1cccnc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,6.0307077777777724,6.139551563852811,6.085129670815292,0,C(=CCCc1cccnc1)CCCCNC1CCCCO1
CCC(C)[C@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)c2csc(n2)[C@@H](C)NC(=O)[C@@H]2CSC1=N2,6.066727777777775,6.100003938492065,6.08336585813492,1,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)c2csc(n2)CNC(=O)C2CSC(=N2)CN1
CC[C@@H](O)c1oc(=O)cc(OC)c1CO,6.025346666666668,6.141108090187592,6.08322737842713,0,O=c1cccco1
CN1C(=O)[C@@]23C[C@]4(c5c[nH]c6ccccc56)c5ccccc5N[C@@H]4N2C(=O)[C@]1(CO)SSS3,6.026617857142859,6.1397,6.08315892857143,0,O=C1C2NC(=O)C3(CC4(c5c[nH]c6ccccc56)c5ccccc5NC4N13)SSS2
COc1cc2c(c(O)c1CO[C@@H](C)c1c(OC)cc3c(c1O)C(=O)CC[C@H]3O)C(=O)CC[C@@H]2O,6.051265555555556,6.111209602092353,6.081237578823955,0,O=C1CCCc2ccc(COCc3ccc4c(c3)C(=O)CCC4)cc21
CC[C@@H](C)[C@H](NC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](N)CC(C)C)C(=O)Nc1c(O)cccc1C(=O)O,6.03593888888889,6.124314158730154,6.080126523809522,1,O=C(CCc1ccccc1)NCC(=O)Nc1ccccc1
N[C@H]1[C@H](O)[C@H](O)[C@@H](OCC(O)CO)O[C@@H]1CO,6.048908888888885,6.109728813492064,6.079318851190475,1,C1CCOCC1
CCC(C)C(=O)O[C@H]1[C@H](C)OC(=O)[C@@H](NC(=O)c2cccc(NC=O)c2O)[C@@H](C)OC(=O)[C@@H]1Cc1ccccc1,6.152024444444447,6.005330468253966,6.078677456349206,1,O=C(NC1COC(=O)C(Cc2ccccc2)CCOC1=O)c1ccccc1
CC1=C[C@@H](C)CC=C[C@H]2[C@H](O)[C@](C)(O)[C@@H](C)[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@]32C(=O)CC[C@H](O)C1=O,6.091963333333332,6.0632511276455,6.077607230489416,1,O=C1C=CCCC=CC2CCCC3C(Cc4c[nH]c5ccccc45)NC(=O)C23C(=O)CCC1
CC[C@@H](C)[C@H]1NC(=O)C(C)C(O)CC(C(C)CCCCC(C)O)OC(=O)[C@@H]2CCCN2C1=O,6.067455555555554,6.085905386904759,6.076680471230157,0,O=C1CCCCOC(=O)C2CCCN2C(=O)CN1
CCCC(=O)O[C@@H]1CC2C(C)(C)CCC[C@]2(C)C2CC[C@@H](C(=O)OC)[C@H]3[C@H]4CC5(C)CN4[C@H](O5)[C@@]231,6.05151333333333,6.101670915704666,6.0765921245189976,0,C1CCC2C(C1)CCC13C2CCCC1C1CC2CN1C3O2
CCCCCC[C@@H](C)/C=C(C)/C=C/C(=O)N[C@H]1C[C@]2(O[C@H]1OC)[C@H](O)[C@H](Cl)C(=O)[C@H](Cl)[C@H]2O,6.069740000000004,6.08181387566137,6.075776937830687,1,O=C1CCC2(CCCO2)CC1
CN1C(=O)[C@@]23C[C@]4(c5c[nH]c6ccccc56)c5ccccc5N[C@@H]4N2C(=O)[C@]1(CO)SS3,6.011169444444447,6.1397,6.075434722222224,0,O=C1C2NC(=O)C3(CC4(c5c[nH]c6ccccc56)c5ccccc5NC4N13)SS2
CC1=C[C@@H](C)CC=C[C@H]2C=C(CO)[C@@H](C)[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@]23C(=O)CCC(=O)C1=O,6.012422222222224,6.134169480820103,6.073295851521163,1,O=C1C=CCCC=CC2C=CCC3C(Cc4c[nH]c5ccccc45)NC(=O)C23C(=O)CCC1=O
Cc1cc(O)cc(Oc2cc(C)cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2O)c1,6.119765555555558,6.025950251082255,6.072857903318907,0,c1ccc(Oc2cccc(OC3CCCO3)c2)cc1
COC(=O)c1cc(OC)c2c(O)c(C(C)=O)c(O)c(O)c2c1,6.087402222222227,6.057807880591631,6.07260505140693,0,c1ccc2ccccc2c1
CO[C@]1(C)CC[C@H]2[C@@H]([C@@H]3[C@H]1CC[C@@]3(C)CNCCS(=O)(=O)O)C2(C)C,6.096357777777771,6.047911220238091,6.072134499007931,0,C1CC2CCCC2C2CC2C1
C/C(=C\C=C\C(C)/C=C/CC(C)C)[C@H]1[C@@H](O)[C@@H]2[C@H](CS(=O)(=O)CCN2CC2=C[C@H](O)[C@H](/C(C)=C/C=C/C(C)/C=C/CC(C)C)[C@@H](O)C2=O)C(=O)[C@@H]1O,6.123211111111107,6.020971024531019,6.072091067821063,1,O=C1CCCC=C1CN1CCS(=O)(=O)CC2C(=O)CCCC21
CCCCCCCCCCCC[C@@H]1N=C(N)N[C@@]2(CCCO2)[C@@H]1C(=O)OCCCCCNC(=N)N,6.042557777777774,6.0996208531746,6.071089315476187,0,C1=NCCC2(CCCO2)N1
CC(C)C1=C2N=C3OC=CC=C[C@@]34OC[C@H]3O[C@@]4(OC3(C)C)N2[C@@H](Cc2ccccc2)C(=O)N1,6.13778333333333,6.001541964285716,6.069662648809523,0,O=C1NC=C2N=C3OC=CC=CC34OCC3COC4(O3)N2C1Cc1ccccc1
CC1=C[C@H](C)/C=C(/C)[C@@H]2[C@]34C[C@@]5(NC(=O)[C@H](CC(C)C)[C@H]5[C@@H](C)C1=O)C(=O)c1cc(C)c(O)c(c13)C(=O)[C@@]2(C)O4,6.0212455555555575,6.117218687169308,6.0692321213624325,1,O=C1C=CCC=CC2C3OC24CC2(NC(=O)CC2C1)C(=O)c1cccc(c14)C3=O
CC(C)=CCC/C(C)=C/CCC(C)/C=C/C(=O)NC[C@@H]1CC[N@+]2(C)CCCC[C@H]12.O=P([O-])(O)O,6.071961111111108,6.065763908730161,6.068862509920635,0,C1CC[NH+]2CCCC2C1
C=C=CCOc1ccc(/C=C/C(=O)N[C@@H]2CCCCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C2=O)cc1,6.001733333333328,6.13565530844156,6.068694320887444,1,O=C(C=Cc1ccccc1)NC1CCCCNC(=O)CNC(=O)CNC1=O
C=C1CCC[C@@H]2[C@@](C)(CC[C@@]3(C)CCn4cnc5ncnc(c54)N3OC)[C@H](C)CC[C@@]12C,6.061968888888888,6.074944841269842,6.068456865079365,1,C=C1CCCC2C(CCC3CCn4cnc5ncnc(c54)N3)CCCC12
CCOC(=O)[C@@H]1[C@@H]2CC[C@@H]3C[C@]4(CCC=C[C@@H](CC)O4)N=C(N[C@]14CCC[C@H](C)O4)N32,6.034724444444446,6.102050615079363,6.068387529761905,0,C1=CCOC2(CC1)CC1CCC3CC4(CCCCO4)NC(=N2)N13
COc1ccc2c3c(n(CC=C(C)C)c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@]1(O)[C@H]3OC,6.10871666666667,6.0265220977633485,6.067619382215009,0,O=C1C2Cc3c([nH]c4ccccc34)CN2C(=O)C2CCCN12
COc1ccc(O)c(-c2cc(OC)ccc2O)c1,6.107578888888891,6.026439178210678,6.067009033549784,0,c1ccc(-c2ccccc2)cc1
CO[C@H]1O[C@@H]([C@@H]2CC(=O)NC2=O)CC=C1CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,6.043761111111112,6.088461137566132,6.066111124338622,1,O=C1CC(C2CC=CCO2)C(=O)N1
C[C@@H]1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@@]12Cc1c(O)cc3c(c1O2)C(=O)N(CCO)C3,6.02530555555556,6.105184316378065,6.065244935966812,0,O=C1NCc2ccc3c(c21)OC1(CCCC2CCCCC21)C3
COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O[C@H]3O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]3O)cc1C2=O,6.091574444444444,6.0361777925685445,6.063876118506494,1,O=C1c2ccccc2C(=O)c2cc(OC3CCCCO3)ccc21
CC(C)=CCC/C(C)=C/CC[C@@]1(C)Oc2c(c(O)cc3c2CN(C2CCCNC2=O)C3=O)C[C@H]1O,6.085872222222223,6.041037658730156,6.0634549404761895,0,O=C1NCCCC1N1Cc2c(ccc3c2OCCC3)C1=O
CC1=C[C@@H]2/C=C(\C)CC[C@H](O)[C@H]3O[C@H]4OCC(C)=C5C(=O)[C@@H](O)[C@H](C(=O)[C@]26C(=O)N[C@@H](CC(C)C)[C@@H]6[C@@H]1C)[C@@H]3[C@H]54,6.070746666666664,6.0555100165343925,6.063128341600528,1,O=C1CC2C(=O)C34C(=O)NCC3CC=CC4C=CCCCC3OC4OCC=C1C4C32
COc1c(SC)c(CCNC(C)=O)c2c3c(ccnc13)-c1ccccc1N2,6.039991666666669,6.085831247294371,6.062911456980521,0,c1ccc2c(c1)Nc1cccc3nccc-2c13
CCC[C@@H]1CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)O1,6.067594444444444,6.056285942460314,6.061940193452379,1,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CCOC(=O)CN1
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC1=O,6.0847355555555565,6.039122200396824,6.06192887797619,1,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(Cc2ccccc2)N1
CC1=CC(=O)[C@H]2[C@H](CO)C(=O)[C@@H]3C4(C)CC(=O)O[C@@]5(C[C@@]3(C)[C@@H]2C1)N1C[C@H]2C[C@H](C)C[C@]1(CC[C@@]45C)O2,6.059116666666669,6.064362649711398,6.061739658189033,1,O=C1CC2C3C(=O)CC4C(=O)C=CCC4C3CC3(O1)C2CCC12CCCC(CN13)O2
C[C@@H](CCC(=O)c1cnc2c(n1)c(=O)n(C)c(=O)n2C)C(=O)c1cnc2c(n1)c(=O)n(C)c(=O)n2C,6.02746111111111,6.094031326358829,6.06074621873497,0,O=C(CCCC(=O)c1cnc2[nH]c(=O)[nH]c(=O)c2n1)c1cnc2[nH]c(=O)[nH]c(=O)c2n1
CCCc1cc(O)cc(O)c1C(=O)Oc1cc(O)cc(CCC)c1C(=O)O,6.028005555555557,6.0911707175324645,6.059588136544011,0,O=C(Oc1ccccc1)c1ccccc1
CO[C@H]1[C@H](C)O[C@H]2Oc3cc(CO)nc(-c4ccccn4)c3O[C@@]2(OC)[C@@H]1O,6.055633333333335,6.062920194805196,6.059276764069265,0,c1ccc(-c2nccc3c2OC2CCCOC2O3)nc1
CC1=C[C@@H](C)CC=C[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3C(Cc4c[nH]c5ccccc45)NC(=O)[C@]32C(=O)CCC(=O)[C@H]1O,6.072335555555554,6.039238667328042,6.055787111441799,1,O=C1CC=CCCC=CC2C3OC3CC3C(Cc4c[nH]c5ccccc45)NC(=O)C23C(=O)CC1
COc1cc(O)c2c(=O)oc(CO[C@@H]3O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]3O)c(C)c2c1C,6.101224444444445,6.008755490981241,6.054989967712843,0,O=c1oc(COC2CCCCO2)cc2ccccc12
CO[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2cc(O)cc3cc4c(c(O)c23)C(=O)[C@H](C)[C@H](C)O4)O[C@@H]1CO,6.048982222222223,6.0591526338383845,6.054067428030304,0,O=C1CCOc2cc3cccc(OC4CCCCO4)c3cc21
CO[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2cc(O)c3c(O)c4c(cc3c2)O[C@@H](C)[C@H](C)C4=O)O[C@@H]1CO,6.048982222222223,6.0591526338383845,6.054067428030304,0,O=C1CCOc2cc3cc(OC4CCCCO4)ccc3cc21
CS[C@]1(CO)C(=O)N2[C@H]3[C@H](OC(C)=O)C(=O)C=C[C@@]3(O)C[C@@]2(SC)C(=O)N1C,6.023853333333335,6.082863505291004,6.05335841931217,0,O=C1C=CC2CC3C(=O)NCC(=O)N3C2C1
CC(=O)CCC[C@H](C)[C@@H]1C=C[C@@](C)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)CC1,6.06642222222222,6.04017958333333,6.053300902777775,0,C1=CC(OC2CCCCO2)CCC1
C[As](C)(=O)C[C@H]1O[C@@H](OCC(O)COS(=O)(=O)O)[C@H](O)[C@@H]1O,6.072603333333335,6.033212456108704,6.052907894721019,0,C1CCOC1
COc1cc(/C=C\NC(=O)[C@@H]2CCCN2C)c(Br)c(Br)c1Br,6.091479999999999,6.013627361111109,6.052553680555554,0,O=C(NC=Cc1ccccc1)C1CCCN1
COc1cc2c(cc1C)[C@@H](C(C)C)[C@H](O)C[C@@H]2C,6.096239999999998,6.00620586075036,6.051222930375179,0,c1ccc2c(c1)CCCC2
CN1C(=N)N(C)[C@@]2(Cc3c([nH]c4cc(Br)ccc34)[C@]3(C(=O)N(C)C(=N)N3C)[C@@H]2c2c[nH]c3cc(Br)ccc23)C1=O,6.0594499999999965,6.0421713492063525,6.050810674603175,1,N=C1NC(=O)C2(Cc3c([nH]c4ccccc34)C3(NC(=N)NC3=O)C2c2c[nH]c3ccccc23)N1
