Smiles,MACCS_36,MACCS_38,MACCS_42,MACCS_50,MACCS_57,MACCS_62,MACCS_65,MACCS_72,MACCS_75,MACCS_79,MACCS_80,MACCS_83,MACCS_86,MACCS_87,MACCS_89,MACCS_90,MACCS_92,MACCS_93,MACCS_95,MACCS_97,MACCS_98,MACCS_99,MACCS_101,MACCS_103,MACCS_104,MACCS_108,MACCS_109,MACCS_111,MACCS_113,MACCS_115,MACCS_116,MACCS_120,MACCS_126,MACCS_128,MACCS_129,MACCS_131,MACCS_132,MACCS_133,MACCS_136,MACCS_139,MACCS_140,MACCS_142,MACCS_146,MACCS_149,MACCS_150,MACCS_151,MACCS_155,MACCS_159,MACCS_160
C=C(C)[C@@H]1CC[C@@H](C)[C@@]2(O)[C@@H]1C=C(C)[C@@H](O)[C@@H]2O,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1
CC(O)CCC/C=C/c1cccc(O)c1C=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1
C=C(CC[C@@H](C)[C@H]1CC[C@@H](C2=C[C@H](O)[C@H]3C[C@@H](OC(C)=O)CC[C@]3(C)C2=O)[C@]1(C)CCO)C(C)C,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
CC1=CC[C@H](/C(C)=C/C=C/[C@]2(C)CCC(C)=C[C@H]2/C=C(\C)[C@H]2CC=C(C)CC2)CC1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
COC[C@H](O)[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3CC4=C5[C@@H](O)[C@@H](O)[C@H]6[C@@H](O)[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@H](C)CCCC(C)C)O[C@H]2[C@@H](O)COC)[C@H](O)[C@H]1O,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1
CC(C[C@H]1[C@@H](O)C(C)(C)C(=O)N1C(=O)CC(C)C(Cl)(Cl)Cl)C(Cl)Cl,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1
CCCCCCCCCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCC(C)CC,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
CC(=O)N[C@H](C)[C@@H](O)CCCCCCCC(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1
C[C@@H]1CCC2=C1C=C1C(C)(C)OOC1(O)C[C@@H]2C,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1
CO[C@@H](C1=C[C@H]([C@H](C)O)OC1=O)[C@@H](C)O,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1
CC(=O)OC[C@H]1CC[C@@H]2[C@@H](C(=O)CCO)[C@](C)(O)C=C[C@H]2C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
CCO[C@]12C(=O)[C@@H](OC(C)=O)[C@@]3(C)C[C@@]1(O)[C@](C)([C@H]1CC[C@]4(C)C(=C12)CC(=O)O[C@H]4c1ccoc1)[C@H]3CC(=O)OC,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1
C=C1C[C@@H]2O[C@H]3[C@H]4C(C[C@@H](C)[C@@H](OC(C)=O)[C@H]42)[C@@H](C)CO[C@@]3(C)[C@H](OC(=O)CCCCCCC)C[C@@H]1O,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1
C=C(C)[C@@H]1CC(=O)C[C@H]2C(=O)[C@@H]3[C@@H]4C(=C[C@@H]12)C(=O)O[C@@H]4C[C@]3(C)O,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1
CC1=C[C@@H]2Cc3occc3C(C)(C)[C@@H]2C[C@H]1O,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1
CC(C)C(C)[C@H](O)[C@@H]1O[C@H]2C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O[C@@H]6O[C@H](C)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](C)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@H]5C[C@@H](OS(=O)(=O)[O-])CC[C@]5(C)C4=CC[C@]3(C)[C@H]2[C@@]1(C)O.[Na+],0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
CCC[C@@H]1C(=O)NC(C(C)C(C)Cl)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)N[C@H](CCC)C(=O)OC(C)C(NC(=O)[C@@H](CC(C)C)NC=O)C(O)CC(=O)N[C@H](C)C(=O)N1C,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COc1cc2c(cc1O)CCN[C@@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C2C2c3c(cc(C)c(OC)c3O)CC([C@@H]1O)N2C)OCO4,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
C[C@@H]1CC[C@]23OC(CCC2[C@@]1(C)CC[C@]1(O)[C@@H](C)CC[C@@H]2OC(C)(C)C(=O)CC[C@]21C)C(C)(C)O3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1
CC(C)CCCCCCCCCCCCC(=O)O[C@H](C[C@H](O)[C@H](O)[C@H](C)O)c1coc(Cc2cnco2)n1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1
CC[C@@]1(C)CCC[C@@]2(C)C1CC[C@]1(C)C2C[C@H](OC(=O)CC(C)O)[C@]2(C)C3=C(CCC12)[C@H](C)OC3=O,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1
CC(C)CCC[C@@H](C)[C@H]1CCC2C3=C(C(=O)C[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@]1(O)[C@H](O)[C@H]3O,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1
CC(=O)O[C@@H]1OC=C2[C@@H](OC(C)=O)C[C@H]3[C@]4(C)CC[C@H]5C(C)(C)CCC[C@]5(C)[C@H]4C[C@H](O)[C@]3(C)[C@H]21,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1
CC[C@H](CC[C@@H](C)[C@H]1CCC2[C@@]34C=C[C@]5(C[C@@H](O)CC[C@]5(C)C3CC[C@@]21C)OO4)C(C)C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1
C=C(C)[C@@H]1CC[C@@]2(CO)C=CC(=O)[C@@H](C)[C@@H]2C1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1
C1CCC[C@H]2CCCN3CC[C@@H](CCCCCC[C@@H]4CCCN5CC[C@@H](CC1)O[C@@H]45)O[C@@H]23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
C[C@H]1CC[C@]2(C)O[C@]3(C)CC[C@@H]4O[C@@H]5C[C@@H]6O[C@@H]7C[C@H](OS(=O)(=O)[O-])[C@@](C)(CCOS(=O)(=O)[O-])O[C@H]7C[C@H]6O[C@H]5C[C@H]4O[C@H]3C[C@H]2O[C@H]2C[C@H]3O[C@H]4C[C@H](O)[C@H](OS(=O)(=O)[O-])O[C@]4(C)[C@H](O)[C@@H]3O[C@@H]21.[Na+].[Na+].[Na+],0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
CC(=O)O[C@H]1CC/C(C)=C/[C@@H]2OC(=O)C(C)=C2CC/C(C)=C/CC[C@]1(C)O,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1
C=CC/C=C/N(C)C(=O)CCCCCCCCCC/C=C/[C@@H]1CSC(C)=N1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
CC(C)C(N)C(=O)N[C@H]1Cc2ccc(O)c(c2)[C@]23c4cccc(c4OC2O)-c2cccc4[nH]c(Cl)c(c24)-c2oc(nc2Cl)-c2nc(oc23)[C@H](C(C)C)NC1=O,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
CCC(C)CCCCC(=O)N[C@H]1CCCCNC1=O,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
C[C@@H](CCc1ccc(O)c(O)c1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1
CC(C)[C@]1(O)C=C2C(=O)C[C@H]3C(C)(C)[C@@H](O)CC[C@]3(C)[C@H]2CC1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1
CC1(C)C(Br)=C[C@H](Br)[C@@]2(C)O[C@@H]3C[C@]12CC[C@]3(C)Cl,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
CC(C)=CC(=O)C/C(C)=C/CC/C(C)=C/CC[C@H]1C(=O)O[C@@H](O)[C@@H]1O,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
CC(=O)Oc1ccc(O)cc1C[C@]1(C)[C@@H](C)CC[C@]2(C)C(C)=CCC[C@@H]12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1
C#C[C@@H]1O[C@@H]2C[C@H]1O[C@@H]2[C@@H](Br)[C@H]1O[C@@H](CC)[C@H](Br)C[C@@H]1Br,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1
CC(=O)OC[C@H](O)COC(=O)[C@H]1C(C)=CCC2C(C)(C)CCC[C@@]21C,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1
C=C1CCC[C@H]2[C@](C)(CCC3=CCC(C4=CC(=O)OC4)OC3)[C@H](C)CC[C@]12C,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1
CC(=O)OC(C(C)C(C)C(C)C)[C@]1(C)O[C@]12CCC1C3CC=C4C[C@@H](OC(C)=O)CC[C@]4(C)C3CC[C@@]12C,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1
CO[C@@H]1O[C@@]2(OC)C[C@H](OC(C)=O)[C@@H](C)[C@H]2[C@H]2[C@H]1[C@H](OC(C)=O)C[C@H]2/C(C)=C\CC=C(C)C,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1
C=C(C)C(O)CC[C@](C)(O)[C@H]1[C@@H]2C[C@@]3(C)C4=CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](OS(=O)(=O)[O-])[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@@H](O[C@@H]7OC[C@@H](O[C@@H]8O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](OC)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@@H]4CC[C@]13C(=O)O2.[Na+].[Na+],0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
CC(C)=C[C@@H]1C[C@H](C)[C@H]2CC[C@@H](C)c3c2c1c(C)c1ncoc31,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
C[C@]12CCC[C@](C)(C(=O)O)[C@@H]1CC[C@@]1(C)C3=C(CC[C@H]21)[C@H]1O[C@@H]3C[C@@H]1C(=O)O,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1
CC(=O)CC[C@H](CO)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC(=O)[C@]23CC(=O)[C@@H]4CC(=O)CC[C@]4(C)[C@H]2CC[C@]13C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1
O=C(OC[C@H](OC(=O)c1ccc(O)cc1)[C@@H](COC(=O)c1ccc(O)cc1)OC(=O)c1ccc(O)cc1)c1ccc(O)cc1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0
C=C1[C@H]2O[C@H]2[C@@H](OC(C)=O)[C@]2(C)[C@H]([C@@H](C)[C@H](OC(C)=O)[C@@H]3O[C@@H]32)[C@@H](OC(C)=O)[C@]2(O)[C@@H](C)C(=O)O[C@H]2[C@H]1Cl,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1
CC(=O)OC[C@H](C)CCC[C@@H](C)[C@H]1CCC2C3C(C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C=C1C[C@H]3O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1
CCC[C@H]1NC(=O)CNC(=O)C[C@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC=O)[C@@H](C)OC(=O)C(C(C)C(C)Cl)NC(=O)[C@@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](CCC(N)=O)NC1=O,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CC1=CC(=O)O[C@]12CC[C@]1(C)O[C@@H]12,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
COC1(C)OC(=O)c2c(cc(O)c(C)c2O)C1O,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1
CCCCCCCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO[C@]4(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO[C@]5(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO)[C@H]([C@H](O)[C@@H](CO)OC)O5)[C@H]([C@H](O)[C@H](O)CO)O4)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCC,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CC1(C)C=C2c3cc4c(cc3C[C@@H]2C(C)(C)O1)C(=O)C[C@@H]1CC[C@@]2(O)C3=CC(=O)C5O[C@@]3(CC[C@]2(C)[C@@]1(C)C(=O)N4)OC5(C)C,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
CC(=O)CC(C)(C)N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
CC1(C)[C@@H]2[C@@H]3[C@H](C[C@@H](O)[C@@]3(C)O)[C@@](C)(O)CC[C@@H]21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1
CCCCCCCCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCC(C)C,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
CCC(/C=C(C)/C=C/c1ccccc1)=C\[C@H]1[C@H](C)OC(=O)[C@@H]1C,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
CC1(C)CCC[C@]2(C)[C@H]3C=C4C(=CC(=O)C(O)=C4[C@@H]4c5cc(O)c(O)cc5O[C@@]5(C)CC[C@H]6C(C)(C)CCC[C@]6(C)[C@@H]45)O[C@@]3(C)CC[C@@H]12,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1
COc1ccc(-c2nc(N)n(C)c2SSc2c(-c3ccc(OC)cc3)nc(N)n2C)cc1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1
CC(=O)OC[C@H](Br)[C@@]1(C)CC=C2[C@@H](C1)[C@H](O)C[C@@H]1[C@@]3(COC(C)=O)C[C@H]3[C@H](OC(C)=O)C[C@@]21C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1
C=C(C(O)C(C)C(=O)CC)C1C2(C)OC2C(C)=C[C@@]1(C)c1oc(OC)c(C)c(=O)c1C,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1
CC(=O)N[C@H]1[C@H](O[C@H]2C[C@H]([C@H](C)CCC[C@@H](C)COC(C)=O)[C@@]3(C)CCC4[C@@H](CC=C5C[C@H](O)CC[C@@]54C)C23)O[C@H](CO)[C@@H](O)[C@@H]1O,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
COC1=C(Br)[C@@H](O)[C@]2(C=C1Br)CC1=C(C[C@]3(C=C(Br)C(OC)=C(Br)[C@H]3O)ON1)NO2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
C=C(C)CCC[C@]1(C)OC(=O)[C@]23CC=C4C(CCC5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](OC)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](OC)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]45C)[C@]2(C)CC(=O)[C@@H]31,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
COC(C)(C)[C@@H](O)Cc1c(C)cc(O)cc1Oc1cc(C)cc(O)c1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1
C[C@H]1CC[C@H]2[C@@H](C=C[C@](C)(O)[C@@H]2C(=O)CCO)[C@@H]1O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1
C=C(C)[C@@H]1Cc2oc(cc2C(=O)OC)[C@@H]2O[C@@]2(C)C[C@@H]2C=C(C(=O)O2)[C@@H](OC(C)=O)C1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1
CC(=O)O[C@@H]1O[C@H](OC(C)=O)[C@@H]2[C@H]1[C@H](OC(C)=O)CC1[C@@]3(C)CCCC(C)(C)C3[C@@H](OC(C)=O)C[C@]12C,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1
COC(=O)CCCCCC/C=C/C(=O)OCC(O)CO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
COc1cc(Br)c(O)cc1C/C=C(\C)CCC=C(C)C,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1
