Smiles,MolLogP,MolWt,NumRotatableBonds,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,SlogP_VSA1,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,SlogP_VSA10,SlogP_VSA11,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA6,SMR_VSA10,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14
C=C1C[C@@]2(O)OC([C@@H]3[C@@H](C(C)C)CC[C@@](C)(OC(=O)CCC)[C@@H]32)[C@](C)(O)CC[C@@H]1OC(C)=O,3.897000000000003,466.6150000000003,5,1,2,0,0,2,0.0,23.79966322954379,23.671624184645573,86.48817455862581,0.0,0.0,0.0,0.0,0.0,0.0,23.671624184645573,0.0,11.938610575903699,9.589074368143644,0.0,0.0,0.0,27.35014728267037,63.36049913640336,25.683286491704035,17.622923244893386,11.70501719873199,5.7871111525705965,0.0,0.0,11.938610575903699
CCCCCc1cccc(O)c1C1=N[C@@H]([C@@H]2SC[C@@H]([C@@H](O)C(C)(C)C(=O)O)N2C)CS1,3.831900000000002,466.66900000000027,9,0,2,1,0,1,0.0,11.21535880699783,5.41499046939678,51.16057945124389,0.0,0.0,0.0,5.749511833283905,0.0,4.899909730850478,10.407395202032449,18.553379196170766,34.536792173325566,14.686851647557969,0.0,0.0,23.52376989878223,31.898114582465862,45.36660818806906,17.547548042641537,28.498121990958776,10.793228819875388,0.0,0.0,0.0,5.969305287951849
C=C1CCC[C@H]2[C@](C)(CC/C(C)=C/C[C@@H](O)C3=CC(=O)OC3)[C@@H](C)CC[C@]12C,5.745900000000007,386.57600000000025,6,2,1,0,0,0,0.0,9.53140013787187,22.665793031116348,79.06152178217057,0.0,0.0,0.0,0.0,0.0,0.0,22.665793031116348,6.606881964512918,5.969305287951849,0.0,4.794537184071822,0.0,0.0,44.572376449642775,80.95610321421506,11.64912463690315,6.103966387748303,6.606881964512918,0.0,0.0,0.0,5.969305287951849
CO[C@H]1C2=C(OC(C)(C)CC2=O)[C@@H](Cl)[C@H](O)[C@H]1O,0.3663000000000001,276.716,1,1,1,0,0,0,0.0,14.268263091671919,0.0,20.268296022307258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.109797541277533,17.384184836597456,4.794537184071822,0.0,0.0,11.600939890232516,0.0,13.847474399381248,7.109797541277533,11.993926152995277,35.0492027140905,5.783244946364939,0.0,0.0,0.0
CO[C@H]1O[C@@H]2CCC3=C[C@@H](O)C[C@H](C)[C@@]3(C)[C@H]2[C@@H]1C,2.7372000000000014,266.38100000000003,1,2,1,0,0,1,0.0,9.473725907600098,23.16870860788096,40.0336764678499,0.0,0.0,0.0,0.0,0.0,0.0,23.16870860788096,7.109797541277533,0.0,0.0,0.0,0.0,0.0,32.42033623597502,30.595361384336204,18.94560963360032,12.207932775496605,0.0,6.290026729335213,0.0,0.0,0.0
C#CC(O)/C=C/CCCCCC#CC/C=C\CCCCCCCCCCC/C=C\C#CC(=O)O,7.372200000000007,464.6900000000004,19,0,0,0,0,0,0.0,4.794537184071822,36.02552148989848,109.15396758974221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,12.343784214475903,93.43195636731055,57.09779157414984,18.762077564707663,0.0,6.103966387748303,0.0,0.0,0.0,5.969305287951849
CC(=O)O[C@H]1CC=C(C)[C@@H]2CC3=C(C)C(=O)O[C@H]3/C=C(/C)CC[C@H](OC(=O)c3ccccc3)[C@@]12C,5.488300000000006,478.58500000000026,3,2,1,1,0,0,0.0,23.79966322954379,11.332896515558172,70.65996116592598,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,0.0,17.90791586385555,4.794537184071822,9.589074368143644,0.0,0.0,42.34506757204787,69.73344128783766,24.33265382208268,5.563451491696996,18.31189916324491,0.0,0.0,0.0,17.90791586385555
C[C@@H]1CC[C@]2(O)O[C@]13CC(C)(C)[C@H](O)C3=C[C@@]2(C)O,1.3420999999999998,268.35299999999995,0,1,2,0,0,1,0.0,4.736862953800049,11.332896515558172,46.95741366754052,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,42.74740159800396,6.4208216229260096,11.70501719873199,5.601050810983688,5.7871111525705965,0.0,0.0,0.0
COC1=CC(c2ccc[nH]2)=N/C1=C/c1ccc(CCCCCCCCCC(C)=O)[nH]1,5.969200000000005,407.55800000000033,13,0,1,0,2,0,0.0,15.95222176079788,0.0,75.3720941676441,0.0,6.076020106833881,0.0,0.0,0.0,9.967957041894417,4.992404732635669,7.109797541277533,17.570950055969522,0.0,4.992404732635669,0.0,0.0,32.10410811463005,56.52769044914898,30.08154129106989,18.515410538896695,17.23944913107695,0.0,0.0,0.0,0.0
COC(=O)n1cnc2c(N)ncnc21,0.02300000000000002,193.166,0,0,0,0,2,0,5.733667477162185,4.736862953800049,0.0,0.0,0.0,11.16387793838399,10.61239996190685,0.0,0.0,19.51903521063298,0.0,12.84346501843972,23.074980787157433,0.0,24.3135723947048,0.0,0.0,0.0,0.0,0.0,7.109797541277533,12.654640149529083,16.98174071621902,0.0,0.0,6.093240070938415
CC(=O)O[C@@H]1[C@@H](OC(C)=O)/C(C)=C\[C@@H]2OC(=O)[C@@](C)(O)[C@@]2(O)[C@H](OC(C)=O)[C@H]2[C@](C)(O)[C@H](OC(C)=O)C=C[C@]2(C)[C@H]1OC(C)=O,-0.04439999999999711,640.6350000000002,5,2,1,0,0,1,0.0,57.18840082723122,11.332896515558172,62.3136347972156,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,0.0,35.81583172771109,23.97268592035911,4.794537184071822,0.0,0.0,12.999757306524504,38.4963563428089,45.95158251401129,0.0,17.808983586480295,35.61796717296058,0.0,0.0,35.81583172771109
c1cncc(CCCCCCCCCCCCCN2O[C@@H](CCCCCCCCc3cccnc3)[C@H]3CCC[C@H]32)c1,10.068099999999998,561.8990000000002,23,1,1,0,2,1,0.0,17.67923182958865,5.917906046161393,145.96415706484024,0.0,0.0,0.0,0.0,0.0,15.031174766859767,5.917906046161393,6.544756405912575,0.0,14.805545625631051,0.0,5.063217724965349,0.0,108.44505848081342,74.6262101037253,43.291877567674234,6.103966387748303,0.0,0.0,0.0,0.0,0.0
CCCCCCCC[C@H](C)C(=O)N1CCC[C@H]1C(=O)O[C@@H](C(=O)O[C@H](C(=O)O)C(C)C)C(C)C,4.584300000000003,483.64600000000024,15,0,1,0,0,1,0.0,28.651874643887385,17.75371813848418,99.32981780447783,0.0,0.0,0.0,0.0,0.0,4.899909730850478,17.75371813848418,6.544756405912575,23.815095593207054,4.794537184071822,14.383611552215466,0.0,0.0,80.06735293569979,19.26246486877803,24.298474544396754,0.0,6.041840829147961,0.0,18.115112504848113,0.0,17.90791586385555
CC(=O)CC[C@H]1C(=O)C=C(C(C)C)CC[C@@H]1C,3.553200000000002,236.35499999999996,4,1,0,0,0,0,0.0,9.589074368143644,17.75371813848418,53.378235290466534,0.0,0.0,0.0,0.0,0.0,0.0,17.75371813848418,0.0,11.566489892729878,4.794537184071822,0.0,0.0,0.0,26.344316129141138,44.098034267625316,12.338727669087403,0.0,5.783244946364939,5.783244946364939,0.0,0.0,0.0
CC1(C)C=C2[C@H](C[C@H]1Br)OC[C@@H]2Cl,3.112400000000002,265.578,0,1,1,0,0,1,0.0,4.736862953800049,5.41499046939678,20.268296022307258,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,6.606881964512918,27.530883788181864,0.0,0.0,0.0,11.600939890232516,35.85343840416448,17.408916622392056,4.827174070296812,18.087936220466943,0.0,0.0,0.0,0.0,0.0
C=C(C)[C@@H]1[C@@H]2[C@@H](CC[C@@H]2C)[C@]2(C)CC[C@H]12,4.270900000000004,204.35699999999994,1,3,0,0,0,0,0.0,0.0,35.00452070020375,46.454498090775914,0.0,0.0,0.0,0.0,0.0,0.0,35.00452070020375,0.0,0.0,0.0,0.0,0.0,0.0,32.42033623597502,61.1907227686724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2c(nc1C)C(=O)C=C(N)C2=O,0.92004,202.213,0,1,0,0,1,0,5.733667477162185,0.0,13.847474399381248,32.103833341234555,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,5.733667477162185,0.0,11.566489892729878,9.589074368143644,4.9839785209472085,0.0,0.0,0.0,25.477292959539852,11.769948101682342,11.260490804752829,5.693927994848461,0.0,11.566489892729878,0.0,0.0
ON=CCCCCCCCCC/C=C\CCc1cccnc1,5.541300000000006,302.462,13,0,0,0,1,0,0.0,6.4208216229260096,0.0,69.77166772095711,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,5.15571272675054,0.0,6.2146005795353165,4.9839785209472085,0.0,0.0,5.15571272675054,50.32251539675942,50.15474829771467,18.608287722761467,0.0,0.0,0.0,0.0,0.0,0.0
C=C1CCC2C(C)(C)C[C@H](OC(C)=O)[C@H](OC(C)=O)[C@]2(C)[C@H]1COC(C)=O,3.4315000000000024,380.48100000000017,4,2,0,0,0,0,0.0,28.59420041361561,22.665793031116344,60.80488806692176,0.0,0.0,0.0,0.0,0.0,0.0,22.665793031116344,6.606881964512918,17.90791586385555,14.383611552215466,0.0,0.0,0.0,32.923251812739636,30.5953613843362,32.10410811463005,6.606881964512918,12.207932775496605,0.0,0.0,0.0,17.90791586385555
CC/C=C(\C)c1cc(OC)c(C)c(=O)o1,2.7701200000000012,208.25699999999995,3,0,0,0,1,0,10.362449272878036,0.0,6.923737199690624,31.591994932878695,0.0,5.573104530069267,0.0,5.749511833283905,0.0,0.0,0.0,7.109797541277533,5.573104530069267,0.0,4.794537184071822,0.0,0.0,12.999757306524504,25.841400552376523,6.06636706846161,12.673249032974528,11.509759252158346,0.0,0.0,0.0,5.625586319077987
C=C1CC[C@H]2O[C@]2(COC(C)=O)C[C@@H]2O[C@@]23[C@H](C(C)(C)O)CC[C@@]3(C)[C@@H](O)C1,2.503,394.5080000000002,3,2,2,0,0,2,0.0,19.005126045471968,11.332896515558172,66.21987853631856,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,6.606881964512918,5.969305287951849,4.794537184071822,0.0,0.0,0.0,19.075777413358388,45.95158251401131,24.677455338174806,23.912949974228596,17.808983586480295,0.0,0.0,0.0,5.969305287951849
CC(C)=CCc1ccc2c(C/C=N/O)c[nH]c2c1,3.679100000000002,242.322,4,0,0,1,1,0,0.0,12.841643245852019,0.0,24.974377382775238,0.0,10.902924932081056,0.0,0.0,0.0,4.9839785209472085,5.15571272675054,0.0,17.11752551161637,0.0,0.0,0.0,5.15571272675054,23.781858773826368,37.46156607416286,29.735190706155464,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)OC[C@]1(C)C2CC[C@@]3(C)c4cocc4CCC3[C@@]2(C)CC(=O)[C@@H]1OC(C)=O,3.989900000000003,416.51400000000024,3,3,0,0,1,0,0.0,35.69314955213835,22.665793031116348,71.42887547355114,0.0,0.0,0.0,0.0,0.0,0.0,22.665793031116348,6.606881964512918,17.72185552226864,14.383611552215466,0.0,0.0,0.0,20.771211599071872,59.47598250621437,25.683286491704038,12.526325991278114,6.606881964512918,11.887211334113243,0.0,0.0,11.938610575903699
C[C@@]1(CO)CCC[C@]2(C)[C@H]3CCC(=O)C=C3C=C[C@@H]12,3.266700000000002,260.377,1,3,0,0,0,0,0.0,4.794537184071822,22.665793031116344,45.95158251401131,0.0,0.0,0.0,0.0,0.0,0.0,22.665793031116344,6.606881964512918,5.783244946364939,4.794537184071822,0.0,0.0,0.0,32.42033623597502,53.57738253679752,13.027703587438928,0.0,0.0,5.783244946364939,0.0,0.0,0.0
CC(C)C1CC2[C@@]3(C)CC[C@]2(C)[C@](C)(SC#N)C1C3,5.077780000000005,277.47700000000003,2,4,0,0,0,0,0.0,0.0,45.16474997479068,60.301972490157155,0.0,0.0,0.0,0.0,5.261891554738487,0.0,34.501605123439134,0.0,11.761884949391115,0.0,0.0,5.261891554738487,0.0,27.694948798762496,78.87051376422491,4.747022453217559,0.0,5.401253296613055,0.0,0.0,0.0,0.0
C/C=C(/CC(O)(CC)CCCC)C(O)CC(=O)OCC,2.9682000000000013,286.41200000000003,10,0,0,0,0,0,0.0,9.53140013787187,0.0,66.21987853631856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,5.969305287951849,4.794537184071822,0.0,0.0,0.0,32.76513775206715,38.68304379822854,0.0,24.73272078617092,0.0,0.0,0.0,0.0,5.969305287951849
CC(C)=CCCC1=CC(C/C(C)=C/CC/C(C)=C/CC2=CC(=O)C=C(C)C2=O)OC1=O,6.062100000000006,422.5650000000002,10,1,1,0,0,0,0.0,19.120474506015515,0.0,73.14361573600918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.535795180681728,9.589074368143644,4.794537184071822,0.0,0.0,34.947373910709445,84.95085443358481,23.14013521313381,0.0,6.103966387748303,11.566489892729878,0.0,0.0,5.969305287951849
C=C1[C@@H](O)C[C@H]2[C@@H]3CC[C@H](C)[C@]12CC3(C)C,3.3858000000000024,220.35599999999997,0,3,0,0,0,0,0.0,0.0,28.583699077277743,46.4544980907759,0.0,0.0,0.0,0.0,0.0,0.0,28.583699077277743,0.0,0.0,0.0,0.0,0.0,0.0,27.35014728267037,59.84009009905103,0.0,6.103966387748303,0.0,0.0,0.0,0.0,0.0
CN(C)CCCOc1c(Br)cc(/C=C/C(=O)N(C)CCCOc2c(Br)cc(CCN(C)C)cc2Br)cc1Br,7.111900000000007,783.2379999999999,15,0,0,2,0,0,9.473725907600098,11.21535880699783,0.0,23.96854622924601,0.0,6.076020106833881,0.0,11.49902366656781,0.0,14.699729192551434,0.0,68.0863930601495,75.70297542798278,4.794537184071822,0.0,0.0,0.0,0.0,152.6413197553585,32.7579613072488,31.10464199235549,11.49902366656781,0.0,5.907179729351506,0.0,0.0
COC(=O)c1c(C)cc2c(c1O)C1C(=O)c3cc4c(c(O)c3C(=O)C1(OC)[C@@H](O)C2)C(=O)C=C(N[C@@H]1O[C@@H](C)[C@H](OC)[C@@H](O)[C@H]1OC)C4=O,0.6460199999999998,681.6470000000004,6,3,1,2,0,1,5.316788604006331,30.105136391926255,6.923737199690624,81.3219410997871,0.0,0.0,0.0,11.49902366656781,0.0,5.316788604006331,0.0,28.439190165110134,29.102285073411604,19.178148736287287,4.794537184071822,0.0,0.0,6.06636706846161,31.040744451236847,50.51658882868348,42.05957865938535,35.37437432150971,23.395441874448437,11.566489892729878,0.0,5.969305287951849
NCCP(=O)(O)O,-0.8772000000000002,125.06399999999996,2,0,0,0,0,0,5.733667477162185,4.565048284931329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.733667477162185,12.706666433380496,7.595762326787885,4.565048284931329,0.0,0.0,0.0,0.0,0.0,6.544756405912575,6.161910027467921,0.0,0.0,0.0,0.0,7.595762326787885
CCCC(CC(OC(C)=O)C(Cl)Br)OC(=O)C(Br)Br,4.095800000000003,487.41,8,0,0,0,0,0,0.0,19.06280027574374,0.0,33.10993926815928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.32938215998426,4.794537184071822,4.794537184071822,0.0,11.600939890232516,61.134390516464684,6.4208216229260096,13.344558822616634,0.0,16.494288667837747,3.7364420944322307,0.0,0.0,11.938610575903699
COC(=O)C1(OC)CCNC(=O)c2[nH]c(Br)cc21,0.9254000000000002,317.13900000000007,2,0,1,0,1,0,5.316788604006331,19.869313902655605,0.0,22.472738293543287,0.0,0.0,0.0,0.0,0.0,10.30076712495354,0.0,20.764351488467643,27.806428915252702,4.794537184071822,4.794537184071822,0.0,0.0,0.0,21.99631096641096,25.638827061813114,11.712993560261413,5.693927994848461,5.601050810983688,0.0,5.907179729351506,5.969305287951849
COC(=O)c1nc(-c2nc(C(OC)C(C)C(=O)/C=C/CC(O)CC(=O)OC(CC(OC)C(C)CCC(=O)C(C)C(C/C=C/N(C)C=O)OC)C(C)CC/C=C/C(N)=O)co2)co1,5.109400000000004,873.0100000000001,31,0,0,0,2,0,5.733667477162185,47.65700068935935,23.671624184645573,101.54467727086508,0.0,11.58465191687437,0.0,0.0,0.0,14.867866772744895,29.40529166180776,35.48686214778732,35.8223755041012,23.97268592035911,9.77851570501903,4.9839785209472085,0.0,45.92300911926414,56.091960420620595,53.33656878834364,37.760424373609844,36.21143170798812,11.4771729412134,18.207998957493533,0.0,17.829334497929608
CC1=C(/C=C/[C@@H](C)[C@H]2CCC3C4=CCC5C(=O)[C@@H](N(C)C)CC[C@]5(C)C4CC[C@@]32C)CCN(C)C1,6.5189000000000075,478.76500000000044,4,4,1,0,0,0,0.0,4.794537184071822,40.419511169600526,79.06152178217059,0.0,0.0,0.0,0.0,0.0,9.799819461700956,40.419511169600526,34.23252875985672,5.783244946364939,9.694446914922299,0.0,0.0,0.0,50.14548097971205,119.50803578463868,19.007418857986544,6.041840829147961,0.0,5.783244946364939,0.0,0.0,0.0
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@@H]3COP(=O)(O)O3)c2cc1C,-0.5609599999999999,438.3330000000002,4,0,3,1,0,1,11.24901029325548,20.15729901426754,13.847474399381248,11.126902983393991,0.0,22.551733928080907,0.0,0.0,0.0,19.519035210632982,0.0,6.606881964512918,18.856098558364693,18.826010028442667,14.34356398995036,4.9839785209472085,0.0,0.0,37.10711151969846,0.0,24.185039805658015,18.31189916324491,11.518332492848387,0.0,5.559266895052007,13.512440521335645
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=CC(O)C=CC1O,11.919699999999981,588.9610000000006,20,1,0,0,0,0,0.0,0.0,0.0,138.86057869556313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.6959126719898,150.50970333246627,0.0,12.207932775496605,0.0,0.0,0.0,0.0,0.0
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC1(C)C=Cc2cc(O)c(C)cc2O1,8.064320000000007,394.5990000000001,9,0,1,1,0,0,4.736862953800049,0.0,6.923737199690624,84.27051871940317,0.0,6.076020106833881,0.0,11.49902366656781,0.0,0.0,0.0,0.0,6.076020106833881,0.0,0.0,0.0,0.0,41.023394017543325,103.83955867115391,5.563451491696996,0.0,17.100074477551498,0.0,0.0,0.0,0.0
C=C(C)[C@@]1(CC/C(C)=C/CC/C(=C\C[C@H]2OC(=O)C=C2CO)CO)CCC[C@H]1C,5.028500000000005,402.5750000000002,11,1,1,0,0,0,0.0,9.53140013787187,11.332896515558172,72.13778458247997,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,13.213763929025836,5.969305287951849,0.0,4.794537184071822,0.0,0.0,43.22174378002143,69.27840518256475,18.06994625982916,13.213763929025836,6.103966387748303,0.0,0.0,0.0,5.969305287951849
CO[C@]1(C)CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@@]3(C)CNCCS(=O)(=O)O)C2(C)C,2.9674000000000005,373.559,6,3,0,0,0,0,5.316788604006331,14.854989812833603,34.501605123439134,53.37823529046652,0.0,0.0,0.0,0.0,0.0,5.316788604006331,34.501605123439134,25.952163959849475,10.118126859033554,4.552749873690364,0.0,8.417796984328938,0.0,20.771211599071872,67.10862881483379,20.199310353102685,11.353904417730476,0.0,0.0,0.0,10.118126859033554,0.0
CCC(=O)n1cc(/C=C2\C(=O)NC(=N)N2C)c2ccc(Br)cc21,2.7912700000000017,375.22600000000006,2,0,1,1,1,1,5.316788604006331,4.794537184071822,5.409283605791522,23.70254749838545,0.0,16.978945038914937,0.0,0.0,5.409283605791522,14.783797982648164,0.0,7.04767198267719,50.682802964311136,24.88224622573285,0.0,0.0,0.0,28.92004816610158,18.208754243757102,35.08773239921048,5.516700717616262,5.697039313055833,0.0,11.866734298095341,5.907179729351506,0.0
COc1cc(O)cc(C)c1C(=O)OC1C(C)OC(OC2CC(C)=CC3C2CC(C)C2/C(C)=C\CC/C(C)=C/C4(C)C=C(C(=O)O)C(C)CC45OC(=O)C(=C5O)C(=O)C32C)C(O)C1O,6.751420000000008,875.0210000000003,6,4,2,1,0,1,4.736862953800049,33.33106336741566,47.34324836929114,103.41544587962085,0.0,0.0,0.0,11.49902366656781,0.0,0.0,40.419511169600526,7.109797541277533,23.691160810220488,4.794537184071822,14.383611552215466,0.0,0.0,61.794605616615186,108.44505848081334,23.47528369085367,24.73272078617092,34.84351246383068,29.537453746088318,0.0,0.0,17.90791586385555
CC(C)CC(=O)Nc1c(O)c(C(C[N+](C)(C)C)c2c[nH]c3cc(Br)ccc23)c2c3c(ccnc13)NC=C2,6.4031000000000065,563.5200000000001,7,0,1,2,2,0,10.633577208012662,4.794537184071822,5.917906046161393,42.87655654355964,0.0,27.881869970995993,11.374772549367124,5.749511833283905,0.0,9.967957041894417,5.917906046161393,38.32134956195681,61.09376614766397,9.77851570501903,0.0,0.0,0.0,35.84378536579221,41.319930341774096,57.027170084731424,33.60567840010554,16.95359882558373,0.0,5.907179729351506,0.0,0.0
C=C1C(=O)OC(=O)C1CCCCCC,2.2126,196.24599999999992,5,0,1,0,0,1,0.0,14.325937321943691,5.917906046161393,39.02784531432067,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,11.938610575903699,4.794537184071822,4.794537184071822,0.0,0.0,39.18595937499316,6.4208216229260096,5.573104530069267,5.917906046161393,0.0,0.0,0.0,0.0,11.938610575903699
C=C[C@@H]1CC=C[C@@H]1CCCC,3.5549000000000026,150.26499999999996,4,1,0,0,0,0,0.0,0.0,11.835812092322787,32.60702369139466,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,0.0,0.0,0.0,0.0,0.0,6.578935683598497,37.99344076604429,24.677455338174806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC1=CC2=NCCc3c[nH]c(c32)C1=O,0.3987999999999999,187.202,0,1,1,0,1,0,5.733667477162185,6.4208216229260096,0.0,21.615368162314272,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,10.726072209797854,6.544756405912575,11.494929949135642,9.786941916707491,0.0,0.0,0.0,0.0,18.060293221456885,18.305051469222647,17.102652310674998,0.0,0.0,5.783244946364939,0.0,0.0
COC(=O)[C@@H](NC(=O)c1ccc2c(c1)C[C@H](O)[C@](C)(CCC=C(C)C)O2)[C@@H](C)O,2.1397,405.4910000000002,7,0,1,1,0,0,10.05365155780638,15.95222176079788,0.0,56.458032212080326,0.0,0.0,0.0,5.749511833283905,0.0,5.316788604006331,0.0,7.109797541277533,11.876485017303356,4.794537184071822,4.794537184071822,0.0,0.0,11.64912463690315,64.29914474169634,11.984273114623004,19.31773031677414,11.350562644267594,6.041840829147961,0.0,5.907179729351506,5.969305287951849
COc1ccc(/C=C2\OC(=O)C(C(=O)c3cc(Br)c(O)c(Br)c3)=C2c2ccc(O)c(Br)c2)cc1Br,7.390800000000006,729.9970000000001,5,0,1,3,0,0,4.736862953800049,9.53140013787187,0.0,21.48489165916281,0.0,11.64912463690315,0.0,17.248535499851716,0.0,0.0,0.0,7.109797541277533,87.12145046301733,4.794537184071822,4.794537184071822,0.0,0.0,12.13273413692322,117.32090109279494,11.136556021766264,25.000675604607185,28.580804901577157,0.0,5.783244946364939,0.0,5.969305287951849
C#C/C=C\CCCC/C=C\C#CC#CC(O)CCC#CC#CC(O)CO,1.8002999999999996,348.4420000000001,8,0,0,0,0,0,0.0,0.0,59.70725876532104,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,0.0,0.0,0.0,0.0,6.423349895620259,41.75421180794598,67.93788560372037,6.4208216229260096,6.606881964512918,12.207932775496605,0.0,0.0,0.0,0.0
Oc1cc(O)c(O)c(O)c1,0.5089999999999997,142.10999999999999,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.99804733313562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,0.0,5.749511833283905,11.49902366656781,5.749511833283905,0.0,0.0
CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]([C@@H]2C[C@@H](O)[C@@H]3C[C@H](O)[C@@H](O)C[C@]3(CO)C2=O)[C@]1(C)CCO,2.9241000000000015,468.6750000000003,9,3,0,0,0,0,0.0,4.794537184071822,46.33741721576191,85.4823434050966,0.0,0.0,0.0,0.0,0.0,0.0,46.33741721576191,13.213763929025836,5.783244946364939,4.794537184071822,0.0,0.0,0.0,46.95741366754052,67.61154439159841,18.442694056835705,30.33377159715461,5.783244946364939,0.0,0.0,0.0,0.0
CCCCCCCCCCCC[C@@H]1C[C@@H](O)[C@@H](N)CN1,3.3475,284.488,11,0,1,0,0,1,11.050456081168516,0.0,0.0,83.97359667480276,0.0,0.0,0.0,0.0,0.0,5.316788604006331,5.733667477162185,6.544756405912575,0.0,0.0,0.0,0.0,0.0,71.13195342895074,12.841643245852019,18.628438064208495,6.103966387748303,0.0,0.0,0.0,0.0,0.0
CC(C)C[C@@H](O)CCCCCCCCCC[C@@H]1N[C@@H](CO)[C@@H]1O,2.988000000000001,329.525,14,0,1,0,0,1,5.316788604006331,0.0,5.917906046161393,84.47651225156739,0.0,0.0,0.0,0.0,0.0,5.316788604006331,5.917906046161393,6.606881964512918,0.0,0.0,0.0,0.0,0.0,65.21404738278935,25.18037091493942,6.041840829147961,24.856655569157482,0.0,0.0,0.0,0.0,0.0
CC(=O)C[C@@]1(O)CC2(Oc3cccc4cccc(c34)O2)c2cccc(O)c2C1=O,3.466200000000003,390.39100000000013,2,1,1,3,0,0,9.473725907600098,10.581648336642418,0.0,35.68682061300846,0.0,10.772448428929591,0.0,17.248535499851716,0.0,0.0,0.0,0.0,22.33893832165947,9.589074368143644,0.0,0.0,0.0,36.39820241076966,30.50906261954025,6.4208216229260096,22.933948820784796,28.63283125720034,5.783244946364939,0.0,5.7871111525705965,0.0
C=C1CC[C@@H](OC(C)=O)[C@@]2(C)[C@@H](OC(C)=O)C[C@H]3O[C@@]3(C)[C@@H]2[C@@H](OC(C)=O)[C@]2(O)[C@@H](C)C(=O)O[C@H]2[C@H]1Cl,2.2152000000000003,543.0090000000002,3,2,2,0,0,2,0.0,42.86246350528753,17.250802561719567,60.80488806692176,0.0,0.0,0.0,0.0,0.0,0.0,17.250802561719567,0.0,35.478161042039915,19.178148736287287,0.0,0.0,11.600939890232516,19.075777413358388,26.689117645233267,33.10993926815928,28.41500158249589,18.31189916324491,11.70501719873199,0.0,0.0,23.877221151807397
CO[C@]12C[C@H](O)[C@H](NC(=O)c3ccc[nH]3)[C@H]1NC(=O)N2,-1.0981999999999992,280.284,3,1,1,0,1,1,15.950365812018994,4.736862953800049,0.0,16.909286801846292,0.0,0.0,4.794537184071822,0.0,0.0,20.9343443329662,0.0,7.109797541277533,11.938294241689578,4.794537184071822,4.794537184071822,0.0,0.0,0.0,12.13273413692322,19.72746273581662,12.145807216896262,11.735768823996422,5.724985593970254,0.0,5.907179729351506,6.031114512338072
